freq	median_freq	CI_2.5	CI_97.5	prev	variant	total
0.0267474579240267	0.0186122640109409	0.000661342904371001	0.0969575112419748	0.0276333333333333	PF3D7_0417200:51_59_108:ICS;PF3D7_0810800:437_540:GE	4
0.026861944899627	0.0188788969751345	0.000679999208665503	0.0988057420109801	0.02955	PF3D7_0417200:51_59_108:IRS;PF3D7_0810800:437_540:GE	4
0.0267998872317457	0.0188257330895772	0.000692601038199489	0.0957894825699233	0.02815	PF3D7_0417200:51_59_108:NCN;PF3D7_0810800:437_540:GE	4
0.0264607788166406	0.0184523519355811	0.000696745241872046	0.0949442299725559	0.0274666666666667	PF3D7_0417200:51_59_108:ICN;PF3D7_0810800:437_540:GE	4
0.0263713143983792	0.0185309606866568	0.000713661343760387	0.0946922047896749	0.02715	PF3D7_0417200:51_59_108:NRN;PF3D7_0810800:437_540:GE	4
0.0262140473615153	0.0182773914792933	0.000690000375349639	0.0938518736274691	0.0236833333333333	PF3D7_0417200:51_59_108:IRN;PF3D7_0810800:437_540:GE	4
0.158425555123249	0.143152404633587	0.0236286266280555	0.381219813164757	0.384016666666667	PF3D7_0417200:51_59_108:NRN	4
0.149077085759581	0.132084206557959	0.0200914349886367	0.375118536348344	0.3498	PF3D7_0417200:51_59_108:NCS	4
0.154945244787027	0.138299918247354	0.0216993497166346	0.386286967856976	0.362566666666667	PF3D7_0417200:51_59_108:NRS	4
0.159694374732661	0.142972569693317	0.0236916677082631	0.390833713109729	0.38	PF3D7_0417200:51_59_108:ICS	4
0.154163149066202	0.13670147831381	0.0225109113708691	0.379199704939367	0.366433333333333	PF3D7_0417200:51_59_108:IRS	4
0.0794733358281101	0.0597386276013751	0.00254095662064205	0.261091920744666	0.0946666666666667	PF3D7_0417200:51_59_108:NCN	4
0.0718341924692521	0.0527867379470724	0.00205210086673123	0.244271682717834	0.0659666666666667	PF3D7_0417200:51_59_108:ICN	4
0.0723870622339184	0.053423536887519	0.00221179922564403	0.247632557116478	0.0713166666666667	PF3D7_0417200:51_59_108:IRN	4
0.251651701690034	0.23536630143242	0.038589227059329	0.559925878848557	0.42565	PF3D7_0810800:437_540:AE	4
0.246077920672243	0.227188537458267	0.0381753969503855	0.553642609433967	0.412133333333333	PF3D7_0810800:437_540:GE	4
0.24984814538904	0.232685717989155	0.0408081046080592	0.556656923084651	0.416666666666667	PF3D7_0810800:437_540:AK	4
0.252422232248682	0.235142380597482	0.0436386451079632	0.559759215941984	0.426833333333333	PF3D7_0810800:437_540:GK	4
